# Version: 1
# Created by: Brainsight 2.3.10
# Units: millimetres
# Encoding: UTF-8
# Notes: Each column is delimited by a tab.
# Date	Time	Polaris Frame Number	Calibration/Tracker Name	x	y	z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2
2019-03-22	14:10:15.994	23068	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:15.994	23068	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:15.994	23068	LCT371	7.730	309.422	-1008.784	-0.740	0.375	-0.559	-0.231	-0.922	-0.312	-0.632	-0.102	0.768
2019-03-22	14:10:15.994	23068	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:15.994	23068	ST1089	256.767	157.261	-910.441	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:15.994	23068	70mm alpha	170.476	131.629	132.143	-0.902	0.178	0.393	-0.221	-0.973	-0.068	0.370	-0.149	0.917
2019-03-22	14:10:16.044	23071	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.044	23071	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.044	23071	LCT371	7.355	307.554	-1008.708	-0.739	0.378	-0.558	-0.230	-0.920	-0.318	-0.633	-0.107	0.766
2019-03-22	14:10:16.044	23071	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.044	23071	ST1089	256.773	157.270	-910.409	-0.837	0.528	-0.144	-0.501	-0.845	-0.186	-0.220	-0.084	0.972
2019-03-22	14:10:16.044	23071	70mm alpha	168.699	132.218	132.546	-0.903	0.183	0.388	-0.226	-0.972	-0.067	0.365	-0.148	0.919
2019-03-22	14:10:16.095	23074	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.095	23074	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.095	23074	LCT371	6.950	305.291	-1008.330	-0.738	0.381	-0.557	-0.227	-0.917	-0.327	-0.635	-0.115	0.764
2019-03-22	14:10:16.095	23074	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.095	23074	ST1089	256.778	157.282	-910.425	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:16.095	23074	70mm alpha	166.682	132.501	133.049	-0.905	0.189	0.382	-0.230	-0.971	-0.064	0.358	-0.146	0.922
2019-03-22	14:10:16.145	23077	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.145	23077	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.145	23077	LCT371	6.444	302.545	-1007.746	-0.737	0.385	-0.556	-0.223	-0.914	-0.338	-0.638	-0.125	0.760
2019-03-22	14:10:16.145	23077	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.145	23077	ST1089	256.778	157.280	-910.418	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:16.145	23077	70mm alpha	164.388	132.677	133.668	-0.907	0.197	0.372	-0.236	-0.970	-0.062	0.349	-0.144	0.926
2019-03-22	14:10:16.195	23080	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.195	23080	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.195	23080	LCT371	5.867	299.358	-1007.072	-0.736	0.390	-0.554	-0.218	-0.911	-0.351	-0.642	-0.138	0.755
2019-03-22	14:10:16.195	23080	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.195	23080	ST1089	256.773	157.283	-910.380	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:16.195	23080	70mm alpha	161.702	132.891	134.386	-0.909	0.205	0.362	-0.242	-0.969	-0.058	0.338	-0.141	0.930
2019-03-22	14:10:16.245	23083	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.245	23083	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.245	23083	LCT371	5.369	296.095	-1006.489	-0.734	0.394	-0.553	-0.213	-0.907	-0.364	-0.645	-0.149	0.750
2019-03-22	14:10:16.245	23083	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.245	23083	ST1089	256.780	157.286	-910.354	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:10:16.245	23083	70mm alpha	158.957	133.111	135.038	-0.912	0.214	0.351	-0.248	-0.967	-0.055	0.328	-0.137	0.935
2019-03-22	14:10:16.296	23086	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.296	23086	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.296	23086	LCT371	5.028	292.960	-1005.914	-0.733	0.399	-0.551	-0.209	-0.903	-0.376	-0.648	-0.160	0.745
2019-03-22	14:10:16.296	23086	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.296	23086	ST1089	256.774	157.279	-910.366	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:10:16.296	23086	70mm alpha	156.258	133.235	135.595	-0.913	0.222	0.341	-0.254	-0.966	-0.052	0.318	-0.134	0.939
2019-03-22	14:10:16.356	23089	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.356	23089	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.356	23089	LCT371	4.806	290.295	-1005.241	-0.732	0.403	-0.550	-0.204	-0.899	-0.387	-0.650	-0.171	0.740
2019-03-22	14:10:16.356	23089	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.356	23089	ST1089	256.778	157.282	-910.399	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:10:16.356	23089	70mm alpha	154.063	133.163	135.877	-0.915	0.230	0.331	-0.260	-0.964	-0.048	0.308	-0.130	0.942
2019-03-22	14:10:16.407	23092	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.407	23092	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.407	23092	LCT371	4.445	288.211	-1004.387	-0.730	0.405	-0.550	-0.197	-0.896	-0.398	-0.654	-0.182	0.734
2019-03-22	14:10:16.407	23092	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.407	23092	ST1089	256.786	157.294	-910.390	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.221	-0.085	0.971
2019-03-22	14:10:16.407	23092	70mm alpha	152.637	132.760	136.137	-0.918	0.236	0.320	-0.263	-0.964	-0.044	0.298	-0.125	0.946
2019-03-22	14:10:16.457	23095	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.457	23095	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.457	23095	LCT371	4.065	286.364	-1003.401	-0.731	0.406	-0.548	-0.190	-0.893	-0.408	-0.656	-0.194	0.730
2019-03-22	14:10:16.457	23095	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.457	23095	ST1089	256.793	157.303	-910.404	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:16.457	23095	70mm alpha	151.543	132.411	136.085	-0.920	0.241	0.308	-0.267	-0.963	-0.042	0.287	-0.121	0.950
2019-03-22	14:10:16.508	23098	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.508	23098	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.508	23098	LCT371	3.768	284.727	-1002.470	-0.731	0.408	-0.547	-0.184	-0.890	-0.418	-0.657	-0.205	0.725
2019-03-22	14:10:16.508	23098	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.508	23098	ST1089	256.798	157.304	-910.416	-0.837	0.528	-0.144	-0.500	-0.845	-0.188	-0.221	-0.086	0.972
2019-03-22	14:10:16.508	23098	70mm alpha	150.581	131.974	136.228	-0.922	0.246	0.298	-0.270	-0.962	-0.041	0.277	-0.118	0.954
2019-03-22	14:10:16.558	23101	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.558	23101	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.558	23101	LCT371	3.206	282.760	-1001.512	-0.731	0.410	-0.546	-0.176	-0.886	-0.429	-0.659	-0.218	0.720
2019-03-22	14:10:16.558	23101	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.558	23101	ST1089	256.792	157.295	-910.411	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.220	-0.085	0.972
2019-03-22	14:10:16.558	23101	70mm alpha	149.552	131.694	136.247	-0.925	0.252	0.285	-0.274	-0.961	-0.038	0.264	-0.113	0.958
2019-03-22	14:10:16.608	23104	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.608	23104	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.608	23104	LCT371	2.584	280.337	-1000.493	-0.731	0.412	-0.543	-0.167	-0.881	-0.443	-0.661	-0.233	0.713
2019-03-22	14:10:16.608	23104	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.608	23104	ST1089	256.791	157.298	-910.401	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.971
2019-03-22	14:10:16.608	23104	70mm alpha	148.162	131.523	136.444	-0.927	0.260	0.269	-0.280	-0.959	-0.037	0.249	-0.110	0.962
2019-03-22	14:10:16.659	23107	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.659	23107	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.659	23107	LCT371	2.213	277.922	-999.597	-0.731	0.415	-0.541	-0.160	-0.875	-0.456	-0.663	-0.247	0.706
2019-03-22	14:10:16.659	23107	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.659	23107	ST1089	256.789	157.309	-910.358	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:10:16.659	23107	70mm alpha	146.571	131.393	136.452	-0.929	0.268	0.256	-0.286	-0.958	-0.035	0.235	-0.106	0.966
2019-03-22	14:10:16.709	23110	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.709	23110	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.709	23110	LCT371	2.198	275.992	-998.801	-0.731	0.419	-0.539	-0.154	-0.870	-0.468	-0.665	-0.259	0.701
2019-03-22	14:10:16.709	23110	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.709	23110	ST1089	256.806	157.327	-910.363	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:16.709	23110	70mm alpha	145.225	131.133	136.266	-0.930	0.275	0.244	-0.291	-0.956	-0.033	0.224	-0.102	0.969
2019-03-22	14:10:16.759	23113	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.759	23113	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.759	23113	LCT371	2.324	274.765	-998.007	-0.730	0.421	-0.538	-0.149	-0.867	-0.476	-0.667	-0.267	0.696
2019-03-22	14:10:16.759	23113	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.759	23113	ST1089	256.814	157.337	-910.359	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:16.759	23113	70mm alpha	144.431	130.538	136.163	-0.931	0.279	0.236	-0.294	-0.955	-0.030	0.217	-0.098	0.971
2019-03-22	14:10:16.810	23116	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.810	23116	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.810	23116	LCT371	2.710	274.256	-997.428	-0.729	0.423	-0.538	-0.147	-0.864	-0.481	-0.669	-0.271	0.692
2019-03-22	14:10:16.810	23116	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.810	23116	ST1089	256.820	157.337	-910.369	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
2019-03-22	14:10:16.810	23116	70mm alpha	144.160	129.927	135.971	-0.931	0.284	0.230	-0.298	-0.954	-0.028	0.212	-0.094	0.973
2019-03-22	14:10:16.860	23119	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.860	23119	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.860	23119	LCT371	3.188	273.937	-996.940	-0.727	0.425	-0.539	-0.146	-0.863	-0.484	-0.671	-0.274	0.690
2019-03-22	14:10:16.860	23119	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.860	23119	ST1089	256.821	157.327	-910.368	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:16.860	23119	70mm alpha	143.835	129.303	135.852	-0.931	0.286	0.228	-0.299	-0.954	-0.025	0.210	-0.092	0.973
2019-03-22	14:10:16.910	23122	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.910	23122	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.910	23122	LCT371	3.719	273.460	-996.514	-0.726	0.427	-0.539	-0.145	-0.861	-0.487	-0.672	-0.276	0.687
2019-03-22	14:10:16.910	23122	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.910	23122	ST1089	256.814	157.324	-910.374	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:16.910	23122	70mm alpha	143.304	128.778	135.571	-0.931	0.288	0.225	-0.301	-0.953	-0.022	0.208	-0.088	0.974
2019-03-22	14:10:16.960	23125	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.960	23125	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.960	23125	LCT371	4.479	272.663	-996.435	-0.725	0.430	-0.538	-0.146	-0.860	-0.489	-0.673	-0.276	0.686
2019-03-22	14:10:16.960	23125	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:16.960	23125	ST1089	256.801	157.324	-910.372	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:16.960	23125	70mm alpha	142.253	128.452	135.437	-0.930	0.291	0.225	-0.304	-0.953	-0.021	0.208	-0.088	0.974
2019-03-22	14:10:17.010	23128	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.010	23128	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.010	23128	LCT371	5.272	271.381	-996.469	-0.723	0.433	-0.538	-0.148	-0.858	-0.493	-0.675	-0.277	0.684
2019-03-22	14:10:17.010	23128	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.010	23128	ST1089	256.788	157.325	-910.388	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:17.010	23128	70mm alpha	140.651	128.363	135.120	-0.929	0.296	0.223	-0.308	-0.951	-0.019	0.207	-0.086	0.975
2019-03-22	14:10:17.061	23131	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.061	23131	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.061	23131	LCT371	6.225	270.089	-996.577	-0.722	0.438	-0.536	-0.151	-0.855	-0.496	-0.675	-0.278	0.683
2019-03-22	14:10:17.061	23131	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.061	23131	ST1089	256.784	157.323	-910.377	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:17.061	23131	70mm alpha	138.884	128.450	134.824	-0.927	0.301	0.223	-0.313	-0.950	-0.018	0.206	-0.087	0.975
2019-03-22	14:10:17.111	23137	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.111	23137	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.111	23137	LCT371	8.555	270.075	-996.927	-0.719	0.446	-0.533	-0.164	-0.854	-0.494	-0.675	-0.268	0.687
2019-03-22	14:10:17.111	23137	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.111	23137	ST1089	256.792	157.315	-910.420	-0.837	0.528	-0.145	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
2019-03-22	14:10:17.111	23137	70mm alpha	137.149	128.511	134.233	-0.922	0.307	0.234	-0.320	-0.947	-0.018	0.217	-0.091	0.972
2019-03-22	14:10:17.174	23140	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.174	23140	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.174	23140	LCT371	10.094	270.506	-997.031	-0.716	0.452	-0.531	-0.173	-0.853	-0.492	-0.676	-0.261	0.689
2019-03-22	14:10:17.174	23140	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.174	23140	ST1089	256.760	157.297	-910.416	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:10:17.174	23140	70mm alpha	136.332	128.389	134.140	-0.919	0.311	0.244	-0.324	-0.946	-0.017	0.225	-0.094	0.970
2019-03-22	14:10:17.224	23143	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.224	23143	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.224	23143	LCT371	11.554	271.387	-997.245	-0.714	0.458	-0.530	-0.184	-0.853	-0.489	-0.676	-0.251	0.693
2019-03-22	14:10:17.224	23143	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.224	23143	ST1089	256.759	157.300	-910.370	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.084	0.971
2019-03-22	14:10:17.224	23143	70mm alpha	135.866	128.525	134.009	-0.915	0.314	0.254	-0.328	-0.944	-0.015	0.235	-0.097	0.967
2019-03-22	14:10:17.274	23146	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.274	23146	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.274	23146	LCT371	12.802	272.332	-997.500	-0.711	0.463	-0.529	-0.195	-0.852	-0.485	-0.676	-0.242	0.696
2019-03-22	14:10:17.274	23146	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.274	23146	ST1089	256.771	157.322	-910.353	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:17.274	23146	70mm alpha	135.443	128.859	133.844	-0.911	0.316	0.265	-0.332	-0.943	-0.014	0.245	-0.100	0.964
2019-03-22	14:10:17.325	23149	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.325	23149	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.325	23149	LCT371	13.829	273.277	-997.680	-0.709	0.468	-0.527	-0.204	-0.852	-0.481	-0.675	-0.234	0.700
2019-03-22	14:10:17.325	23149	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.325	23149	ST1089	256.785	157.341	-910.378	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:17.325	23149	70mm alpha	135.252	129.110	133.887	-0.907	0.318	0.275	-0.335	-0.942	-0.013	0.255	-0.104	0.961
2019-03-22	14:10:17.375	23152	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.375	23152	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.375	23152	LCT371	14.466	273.987	-997.711	-0.707	0.472	-0.527	-0.211	-0.852	-0.479	-0.675	-0.228	0.702
2019-03-22	14:10:17.375	23152	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.375	23152	ST1089	256.780	157.339	-910.372	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:17.375	23152	70mm alpha	135.242	129.280	134.029	-0.905	0.321	0.281	-0.338	-0.941	-0.012	0.260	-0.106	0.960
2019-03-22	14:10:17.425	23155	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.425	23155	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.425	23155	LCT371	15.098	274.708	-997.705	-0.706	0.475	-0.526	-0.217	-0.851	-0.477	-0.674	-0.223	0.704
2019-03-22	14:10:17.425	23155	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.425	23155	ST1089	256.784	157.333	-910.437	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:17.425	23155	70mm alpha	135.263	129.408	133.974	-0.902	0.322	0.286	-0.340	-0.940	-0.011	0.266	-0.107	0.958
2019-03-22	14:10:17.475	23158	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.475	23158	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.475	23158	LCT371	15.638	275.320	-997.730	-0.705	0.477	-0.525	-0.222	-0.852	-0.474	-0.673	-0.218	0.706
2019-03-22	14:10:17.475	23158	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.475	23158	ST1089	256.789	157.332	-910.387	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:17.475	23158	70mm alpha	135.344	129.410	134.152	-0.900	0.322	0.292	-0.341	-0.940	-0.012	0.271	-0.110	0.956
2019-03-22	14:10:17.526	23161	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.526	23161	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.526	23161	LCT371	16.062	275.764	-997.779	-0.706	0.477	-0.524	-0.227	-0.852	-0.471	-0.671	-0.214	0.710
2019-03-22	14:10:17.526	23161	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:17.526	23161	ST1089	256.795	157.346	-910.385	-0.837	0.528	-0.145	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
