# Version: 1
# Created by: Brainsight 2.3.10
# Units: millimetres
# Encoding: UTF-8
# Notes: Each column is delimited by a tab.
# Date	Time	Polaris Frame Number	Calibration/Tracker Name	x	y	z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2
2019-03-22	14:09:36.502	20695	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.502	20695	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.502	20695	LCT371	64.144	334.106	-1011.605	-0.475	0.656	-0.587	-0.465	-0.753	-0.465	-0.747	0.052	0.663
2019-03-22	14:09:36.502	20695	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.502	20695	ST1089	256.776	157.335	-910.389	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:09:36.502	20695	70mm alpha	161.607	131.925	123.845	-0.730	0.480	0.486	-0.433	-0.875	0.215	0.529	-0.053	0.847
2019-03-22	14:09:36.552	20698	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.552	20698	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.552	20698	LCT371	64.231	334.876	-1011.548	-0.475	0.655	-0.588	-0.465	-0.754	-0.464	-0.747	0.053	0.663
2019-03-22	14:09:36.552	20698	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.552	20698	ST1089	256.776	157.339	-910.412	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:09:36.552	20698	70mm alpha	162.385	131.646	123.743	-0.730	0.479	0.487	-0.432	-0.876	0.215	0.530	-0.053	0.847
2019-03-22	14:09:36.602	20701	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.602	20701	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.602	20701	LCT371	64.356	335.331	-1011.429	-0.476	0.654	-0.588	-0.465	-0.754	-0.463	-0.747	0.053	0.663
2019-03-22	14:09:36.602	20701	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.602	20701	ST1089	256.771	157.339	-910.390	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:36.602	20701	70mm alpha	162.796	131.438	123.602	-0.730	0.478	0.488	-0.431	-0.877	0.215	0.530	-0.053	0.846
2019-03-22	14:09:36.653	20704	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.653	20704	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.653	20704	LCT371	64.567	335.532	-1011.263	-0.476	0.654	-0.588	-0.465	-0.755	-0.463	-0.746	0.053	0.664
2019-03-22	14:09:36.653	20704	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.653	20704	ST1089	256.774	157.338	-910.370	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:36.653	20704	70mm alpha	163.011	131.134	123.496	-0.730	0.477	0.488	-0.430	-0.877	0.214	0.530	-0.054	0.846
2019-03-22	14:09:36.703	20707	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.703	20707	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.703	20707	LCT371	65.079	335.578	-1010.979	-0.477	0.653	-0.588	-0.466	-0.755	-0.461	-0.745	0.054	0.665
2019-03-22	14:09:36.703	20707	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.703	20707	ST1089	256.780	157.335	-910.370	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:36.703	20707	70mm alpha	163.015	130.582	123.378	-0.730	0.476	0.490	-0.430	-0.878	0.213	0.531	-0.056	0.845
2019-03-22	14:09:36.753	20710	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.753	20710	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.753	20710	LCT371	65.834	335.484	-1010.547	-0.477	0.653	-0.588	-0.468	-0.755	-0.459	-0.744	0.056	0.666
2019-03-22	14:09:36.753	20710	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.753	20710	ST1089	256.787	157.331	-910.389	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:09:36.753	20710	70mm alpha	162.816	129.875	123.056	-0.729	0.476	0.491	-0.430	-0.877	0.213	0.533	-0.055	0.845
2019-03-22	14:09:36.803	20713	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.803	20713	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.803	20713	LCT371	66.675	335.275	-1010.158	-0.477	0.653	-0.588	-0.470	-0.755	-0.457	-0.743	0.058	0.667
2019-03-22	14:09:36.803	20713	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.803	20713	ST1089	256.782	157.328	-910.384	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:09:36.803	20713	70mm alpha	162.536	129.089	123.024	-0.728	0.475	0.494	-0.430	-0.878	0.212	0.534	-0.058	0.843
2019-03-22	14:09:36.853	20716	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.853	20716	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.853	20716	LCT371	67.220	334.793	-1009.788	-0.477	0.653	-0.588	-0.470	-0.755	-0.457	-0.742	0.059	0.667
2019-03-22	14:09:36.853	20716	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.853	20716	ST1089	256.775	157.320	-910.384	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:36.853	20716	70mm alpha	162.036	128.393	123.097	-0.728	0.475	0.495	-0.429	-0.878	0.211	0.535	-0.059	0.843
2019-03-22	14:09:36.904	20722	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.904	20722	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.904	20722	LCT371	67.605	333.753	-1009.425	-0.477	0.654	-0.587	-0.470	-0.755	-0.458	-0.743	0.057	0.667
2019-03-22	14:09:36.904	20722	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.904	20722	ST1089	256.761	157.315	-910.372	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:36.904	20722	70mm alpha	161.023	127.985	123.099	-0.728	0.476	0.494	-0.430	-0.878	0.211	0.534	-0.059	0.843
2019-03-22	14:09:36.967	20725	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.967	20725	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.967	20725	LCT371	67.779	332.846	-1009.225	-0.477	0.654	-0.587	-0.470	-0.754	-0.459	-0.743	0.056	0.667
2019-03-22	14:09:36.967	20725	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.967	20725	ST1089	256.758	157.305	-910.399	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.085	0.972
2019-03-22	14:09:36.967	20725	70mm alpha	160.130	127.813	123.145	-0.728	0.477	0.493	-0.431	-0.877	0.212	0.533	-0.059	0.844
2019-03-22	14:09:37.018	20728	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.018	20728	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.018	20728	LCT371	67.773	331.967	-1009.138	-0.477	0.655	-0.586	-0.469	-0.754	-0.460	-0.743	0.055	0.667
2019-03-22	14:09:37.018	20728	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.018	20728	ST1089	256.744	157.293	-910.388	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:37.018	20728	70mm alpha	159.300	127.786	123.353	-0.728	0.478	0.492	-0.432	-0.877	0.211	0.532	-0.059	0.845
2019-03-22	14:09:37.068	20731	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.068	20731	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.068	20731	LCT371	67.553	330.968	-1009.041	-0.477	0.655	-0.586	-0.467	-0.753	-0.463	-0.745	0.053	0.665
2019-03-22	14:09:37.068	20731	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.068	20731	ST1089	256.739	157.290	-910.405	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:37.068	20731	70mm alpha	158.397	127.809	123.544	-0.729	0.479	0.489	-0.433	-0.876	0.213	0.530	-0.057	0.846
2019-03-22	14:09:37.118	20734	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.118	20734	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.118	20734	LCT371	67.242	329.953	-1008.877	-0.477	0.656	-0.586	-0.464	-0.753	-0.466	-0.747	0.050	0.663
2019-03-22	14:09:37.118	20734	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.118	20734	ST1089	256.739	157.284	-910.381	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.085	0.972
2019-03-22	14:09:37.118	20734	70mm alpha	157.598	127.749	123.753	-0.731	0.480	0.486	-0.434	-0.876	0.213	0.527	-0.055	0.848
2019-03-22	14:09:37.168	20737	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.168	20737	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.168	20737	LCT371	67.062	329.049	-1008.703	-0.476	0.656	-0.585	-0.462	-0.753	-0.468	-0.748	0.047	0.662
2019-03-22	14:09:37.168	20737	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.168	20737	ST1089	256.735	157.285	-910.367	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.971
2019-03-22	14:09:37.168	20737	70mm alpha	156.793	127.645	123.941	-0.732	0.481	0.483	-0.434	-0.875	0.214	0.525	-0.053	0.849
2019-03-22	14:09:37.218	20740	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.218	20740	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.218	20740	LCT371	66.880	328.233	-1008.547	-0.476	0.656	-0.586	-0.460	-0.754	-0.470	-0.749	0.046	0.661
2019-03-22	14:09:37.218	20740	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.218	20740	ST1089	256.745	157.289	-910.393	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.085	0.972
2019-03-22	14:09:37.218	20740	70mm alpha	156.166	127.440	124.035	-0.733	0.481	0.480	-0.434	-0.875	0.215	0.523	-0.051	0.851
2019-03-22	14:09:37.268	20743	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.268	20743	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.268	20743	LCT371	66.551	327.430	-1008.406	-0.477	0.656	-0.585	-0.457	-0.754	-0.473	-0.751	0.042	0.659
2019-03-22	14:09:37.268	20743	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.268	20743	ST1089	256.735	157.278	-910.381	-0.837	0.528	-0.144	-0.500	-0.845	-0.188	-0.221	-0.085	0.971
2019-03-22	14:09:37.268	20743	70mm alpha	155.511	127.408	124.200	-0.735	0.482	0.477	-0.434	-0.875	0.215	0.521	-0.050	0.852
2019-03-22	14:09:37.319	20746	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.319	20746	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.319	20746	LCT371	66.204	326.674	-1008.283	-0.478	0.656	-0.584	-0.454	-0.754	-0.475	-0.752	0.039	0.658
2019-03-22	14:09:37.319	20746	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.319	20746	ST1089	256.733	157.275	-910.411	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:37.319	20746	70mm alpha	154.950	127.480	124.234	-0.736	0.483	0.474	-0.436	-0.874	0.214	0.518	-0.049	0.854
2019-03-22	14:09:37.369	20749	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.369	20749	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.369	20749	LCT371	65.735	325.903	-1008.270	-0.478	0.657	-0.583	-0.452	-0.753	-0.478	-0.753	0.035	0.657
2019-03-22	14:09:37.369	20749	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.369	20749	ST1089	256.727	157.278	-910.408	-0.837	0.528	-0.145	-0.501	-0.845	-0.187	-0.221	-0.085	0.972
2019-03-22	14:09:37.369	20749	70mm alpha	154.337	127.781	124.345	-0.738	0.485	0.470	-0.437	-0.873	0.215	0.515	-0.047	0.856
2019-03-22	14:09:37.419	20752	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.419	20752	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.419	20752	LCT371	64.985	324.916	-1008.360	-0.477	0.657	-0.583	-0.449	-0.753	-0.481	-0.755	0.032	0.654
2019-03-22	14:09:37.419	20752	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.419	20752	ST1089	256.729	157.279	-910.396	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:37.419	20752	70mm alpha	153.526	128.206	124.695	-0.739	0.486	0.466	-0.438	-0.873	0.216	0.512	-0.044	0.858
2019-03-22	14:09:37.469	20755	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.469	20755	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.469	20755	LCT371	63.827	323.491	-1008.466	-0.477	0.659	-0.582	-0.444	-0.752	-0.487	-0.759	0.026	0.651
2019-03-22	14:09:37.469	20755	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.469	20755	ST1089	256.720	157.279	-910.384	-0.837	0.528	-0.145	-0.500	-0.845	-0.189	-0.222	-0.086	0.971
2019-03-22	14:09:37.469	20755	70mm alpha	152.390	128.916	125.312	-0.742	0.488	0.460	-0.439	-0.872	0.217	0.507	-0.041	0.861
2019-03-22	14:09:37.520	20758	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.520	20758	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.520	20758	LCT371	62.463	321.834	-1008.786	-0.477	0.660	-0.581	-0.439	-0.751	-0.493	-0.761	0.020	0.648
2019-03-22	14:09:37.520	20758	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.520	20758	ST1089	256.717	157.275	-910.382	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:09:37.520	20758	70mm alpha	151.083	130.036	125.854	-0.744	0.492	0.453	-0.442	-0.870	0.218	0.501	-0.038	0.864
2019-03-22	14:09:37.570	20761	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.570	20761	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.570	20761	LCT371	60.802	320.158	-1009.267	-0.476	0.662	-0.579	-0.434	-0.750	-0.500	-0.765	0.013	0.644
2019-03-22	14:09:37.570	20761	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.570	20761	ST1089	256.719	157.276	-910.397	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:37.570	20761	70mm alpha	149.733	131.428	126.317	-0.746	0.495	0.445	-0.445	-0.868	0.220	0.496	-0.033	0.868
2019-03-22	14:09:37.632	20764	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.632	20764	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.632	20764	LCT371	59.081	318.653	-1009.914	-0.476	0.664	-0.577	-0.429	-0.748	-0.506	-0.768	0.007	0.641
2019-03-22	14:09:37.632	20764	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.632	20764	ST1089	256.715	157.271	-910.399	-0.837	0.528	-0.144	-0.500	-0.845	-0.188	-0.221	-0.086	0.972
2019-03-22	14:09:37.632	20764	70mm alpha	148.501	133.052	126.916	-0.748	0.498	0.438	-0.447	-0.867	0.222	0.490	-0.030	0.871
2019-03-22	14:09:37.682	20767	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.682	20767	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.682	20767	LCT371	57.385	317.485	-1010.641	-0.475	0.665	-0.576	-0.424	-0.747	-0.512	-0.771	0.002	0.637
2019-03-22	14:09:37.682	20767	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.682	20767	ST1089	256.708	157.267	-910.386	-0.837	0.528	-0.144	-0.500	-0.845	-0.188	-0.221	-0.085	0.971
2019-03-22	14:09:37.682	20767	70mm alpha	147.683	134.607	127.641	-0.750	0.501	0.432	-0.450	-0.865	0.224	0.485	-0.026	0.874
2019-03-22	14:09:37.732	20770	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.732	20770	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.732	20770	LCT371	55.862	316.728	-1011.404	-0.474	0.666	-0.576	-0.421	-0.746	-0.517	-0.774	-0.003	0.634
2019-03-22	14:09:37.732	20770	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.732	20770	ST1089	256.707	157.276	-910.364	-0.837	0.528	-0.145	-0.500	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:09:37.732	20770	70mm alpha	147.160	136.135	128.231	-0.751	0.504	0.426	-0.452	-0.863	0.225	0.481	-0.024	0.876
2019-03-22	14:09:37.783	20773	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.783	20773	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.783	20773	LCT371	54.556	316.375	-1012.204	-0.474	0.667	-0.575	-0.418	-0.745	-0.520	-0.775	-0.006	0.632
2019-03-22	14:09:37.783	20773	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.783	20773	ST1089	256.720	157.286	-910.372	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:09:37.783	20773	70mm alpha	146.940	137.663	128.488	-0.752	0.506	0.423	-0.453	-0.862	0.226	0.479	-0.022	0.878
2019-03-22	14:09:37.833	20776	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.833	20776	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.833	20776	LCT371	53.418	316.385	-1013.013	-0.473	0.668	-0.574	-0.417	-0.744	-0.522	-0.776	-0.007	0.631
2019-03-22	14:09:37.833	20776	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.833	20776	ST1089	256.723	157.283	-910.367	-0.837	0.528	-0.145	-0.500	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:09:37.833	20776	70mm alpha	147.041	138.965	128.862	-0.752	0.507	0.421	-0.454	-0.862	0.226	0.477	-0.021	0.879
2019-03-22	14:09:37.883	20779	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.883	20779	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.883	20779	LCT371	52.450	316.574	-1013.712	-0.473	0.668	-0.574	-0.416	-0.744	-0.523	-0.777	-0.009	0.630
2019-03-22	14:09:37.883	20779	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.883	20779	ST1089	256.730	157.283	-910.377	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:09:37.883	20779	70mm alpha	147.296	140.181	128.939	-0.753	0.508	0.419	-0.455	-0.861	0.226	0.476	-0.020	0.879
2019-03-22	14:09:37.934	20782	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.934	20782	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.934	20782	LCT371	51.675	317.004	-1014.320	-0.473	0.668	-0.574	-0.415	-0.744	-0.524	-0.777	-0.009	0.629
2019-03-22	14:09:37.934	20782	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.934	20782	ST1089	256.740	157.287	-910.392	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.085	0.972
2019-03-22	14:09:37.934	20782	70mm alpha	147.746	141.077	128.969	-0.753	0.508	0.418	-0.454	-0.861	0.228	0.476	-0.018	0.879
2019-03-22	14:09:37.984	20785	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.984	20785	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.984	20785	LCT371	51.089	317.631	-1014.872	-0.473	0.668	-0.575	-0.415	-0.744	-0.523	-0.777	-0.009	0.629
2019-03-22	14:09:37.984	20785	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:37.984	20785	ST1089	256.758	157.300	-910.430	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:09:37.984	20785	70mm alpha	148.355	141.851	128.825	-0.754	0.508	0.417	-0.454	-0.861	0.228	0.475	-0.017	0.880
2019-03-22	14:09:38.034	20788	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:38.034	20788	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:38.034	20788	LCT371	50.717	318.445	-1015.318	-0.473	0.667	-0.575	-0.416	-0.745	-0.522	-0.777	-0.008	0.630
2019-03-22	14:09:38.034	20788	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:38.034	20788	ST1089	256.753	157.304	-910.377	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.221	-0.085	0.971
